m/z	Intensity
2003.7190854187238	71823.87895757292
2014.0754240117276	85742.94052237297
2022.2987467435366	42251.10953587167
2029.3220204008471	261901.65792655756
2045.779625281079	43047.54683007727
2070.9661784863574	5992.0321916808225
2089.648563785168	813921.8205383654
2096.306826316101	15756.71352964448
2101.5997916054303	32849.99681153462
2111.7920245684845	252122.04550625282
2132.9433413033075	62718.19992672619
2144.044815685285	22566.881866446965
2217.3306630786897	674071.6602262113
2228.7201655139124	55177.89111283122
2233.3975859585926	178474.84412134704
2239.357757803834	16184.026725466709
2273.496702407354	7544.597232026773
2295.4409052094434	54980.86925280154
2309.335731426727	15294.069215881053
2313.7360804607283	105151.02141177688
2323.7787511471215	98845.29507230264
2330.582523954938	23147.414271223388
2353.454909247995	459331.3972417683
2359.3544321229037	50639.930720969365
2369.7146271809324	1290704.8825608203
2386.396784373094	185256.64389507798
2472.624698871635	489988.6295543024
2478.074091081665	10313.122862263823
2488.6914609505675	1678142.1232193704
2495.6573905053547	14129.016921707745
2503.008366891136	895858.4300423
2510.2198049368194	84627.51516122391
2526.483468753384	246132.26289303074
2571.8597684386964	145847.02763667225
2588.245249753498	605570.6036957108
2692.475592139249	86728.70947463125
2707.600518360405	129924.64788319856
2742.847209534067	56114.67017202091
2759.925406378799	14882.226346714058
2782.989853649603	818514.6323661278
2798.2078174816156	80003.00107006906
2805.9913146285926	70406.18916619061
2814.501967754803	12647.62066949086
2829.0076341022022	26050.36984164741
2874.1156160172063	95619.34949114603
2903.7120202974693	3203.1650650572483
2967.1179745094355	19950.772434482875
3031.4565686678266	8651.135737922565
3044.1090753254653	37188.88719907636
3087.6414953791013	60576.764676428225
3103.6696750142332	713345.078699191
3119.06895058251	92296.17873048762
3125.1051275943023	56451.08588459013
3139.8847920483868	62168.21543926616
3320.30617464869	4695.6493987056965
3415.650512111745	13251.999329093831
3432.4195891827026	41548.94444884961
3444.91326427525	7759.654872079281
3475.539080570091	21632.267737292837
3628.712464823224	6337.595245600908
3707.2228833153713	19812.058111362217
3721.6709913066006	26844.61966294401
3738.348574673443	49098.18642796901
3759.109995928998	18321.342315510417
3884.511773594799	6035.793265672202
3905.862153708343	3981.3287056766667
3983.037563496379	949.3418817985571
3992.8916398251076	3682.32757615209
4158.6928295558755	3425.0026654699254
4244.373167705599	4108808.591312599
4255.034531522755	326213.459131378
4266.003257795772	2477434.5342223844
4286.705911118219	281587.1589725764
4301.257106182633	27485.028822681223
4636.709580790619	5173.548825276657
4661.671911674147	41276.10853649716
4693.174636098099	4760.492763896019
4785.101320169851	40277.87844918632
4818.99644442878	1065.1467010895337
4911.405219085555	4219.902215953353
5039.141366217106	7879.156287277818
5055.450379603722	27205.997974520138
5176.178761300208	471433.4614800102
5195.30305951858	31235.35562840146
5218.9057426262425	5407.247701148242
5748.740336070126	27080915.781100016
5770.3752413266675	1735166.5837721338
5787.027566711497	459371.9329674249
6091.340673825137	226233.20212171384
6112.554532242783	79448.45969612946
6246.895634003683	1859.7591890290714
6328.39219427508	27125.325687499975
6375.626651602703	75234.73598607315
6949.63295087278	51308.95714315876
6977.303123639634	8041.829412293906
7435.133729884887	13212.789972284596
7462.327364890678	1150.2313171179458
8486.931460980035	42715660.66558991
8508.231250866598	734121.360384313
9323.780535563192	7753.420608921215
