m/z	Intensity
2005.3289616414281	1139897.5593945507
2021.094962759893	179552.0507461947
2025.5529452472388	30530.801112712186
2028.2571429887828	22237.341289862277
2036.6516198006327	55490.72868486171
2061.6663255779185	221204.85549649247
2069.378111526963	3468504.098143864
2077.857168910809	66532.51426901479
2082.514334503257	68117.65481840252
2092.599847085946	4863752.301606972
2108.7735505906994	400772.7883309236
2112.982009606024	300980.4556416776
2130.5508602308773	26750.202984344192
2167.304693342486	358723.57268619706
2185.1676792912835	9387.512811648989
2191.419470498294	539962.2795257585
2208.816731481942	253494.34888272165
2245.0269860213875	156228.83075889666
2266.708566007892	34113.0383213522
2336.368804443329	31696.41047435487
2394.5752107844623	2380.9463066047692
2444.8773138219985	16961.057421219197
2477.431757731866	3351.1804798635776
2518.1073276764932	8560.055655969954
2534.7878099814548	233248.17067489788
2550.7649035509735	14499.296933347097
2580.275598050032	22376.302707946685
2587.9089566912726	156278.63790084756
2598.3084176054404	16548.488122496976
2634.2541457136194	191889.79718631413
2652.93832505541	15226.236867556468
2676.1921917481563	27374.286011817345
2779.8730070821734	11148.196253743381
2787.4787605137694	8705.933433134349
2806.2999536563448	498496.4712414083
2813.941749099746	33195.15355005454
2828.697430727704	38273.69768286267
2873.5179663339227	110353.53876990156
2885.927560684531	23016.80775991575
2903.1355467116928	2459.7279486913944
2931.7665762494908	17138.56044452369
2946.6645854615253	16894.0542235002
3046.949544114907	80822.45579338074
3064.0485021636214	16364.961783338696
3120.9990719011166	10395.9399812498
3203.582379364082	41413.29520293244
3248.701072881005	13199.98297234723
3258.551233629768	10007.19575169412
3301.2925221558735	4551.5398118096855
3315.111551372603	2950.778018624081
3332.946053733919	4835.714138125295
3351.523825296179	12847.832612610835
3371.722542409905	4385.794189268106
3391.89448764949	9519.8834215487
3467.610845451032	18387.76791170788
3474.157410778511	62009.12567793061
3495.8759075870876	9662.00716530044
3500.4942538201185	11921.735024247553
3605.483510698364	3657.1856471019264
3634.1228284193803	982.6191682023759
3648.621027678371	13985.70178094442
3686.816122962879	6664.579042308415
3696.395971857529	7870.467907546237
3717.332282813223	37167.52716723735
3729.152133625981	8822.900081928528
3738.603159582905	13708.728132566279
3754.9641967116986	1082.8530772767936
3782.2504068263083	7734.330419548929
3849.1278041589317	15451.977829764097
3907.293214745863	258052.53682439463
3929.9472177191665	307848.4623042381
3946.438258705459	84568.48447349606
3957.199566300743	16310.009713334082
4018.076322304975	9580.28520488214
4034.178774890309	11991.883600036175
4077.6915832771183	6300.872269637187
4160.379368858717	18696.85631257416
4243.701490210684	2823586.777637022
4254.272784339228	233106.80550493015
4265.837935287276	8780043.374993086
4286.753756808101	595855.143963318
4463.041468791167	13433.609874976859
4481.116905663966	6992.657618312766
4517.478293613214	5323.661518319998
4526.869433175333	6898.67877153941
4545.984697442244	6005.6565540565325
4564.430052470808	3370.54590239392
4659.061770352423	98893.51971405439
4692.638556341265	18567.72555663544
4784.635497971491	75340.28291312761
4795.1320236502615	51381.23083938514
4816.159578063589	8060.432211101323
4827.316574373883	7718.95365464381
5055.195534187294	68787.67229406317
5176.020129650978	5292875.572828639
5197.432927201962	379695.72556611174
5217.262847380636	16094.287955992088
5379.023422916227	5940.465566522302
5443.311187806745	21889.39538360678
5470.043876342054	27678.196295189566
5493.057425389786	15023.56741178034
5748.711762113498	41110751.6837053
5770.820590742896	3946729.760093939
5787.944133828695	801355.5499228501
6091.360888776609	2562330.8337683454
6113.179156077055	249188.72105548056
6303.904678981063	17080.490010412555
6327.891638256158	132337.83398717584
6354.677040124436	20463.815282992073
6376.122111162467	70745.81726133727
6392.679843190876	3186.003722540867
6517.304766412074	2086.802218469871
6909.877016994586	16348.406327345003
6949.12722888153	528713.4408889574
6970.047623521852	69950.07663430637
6986.103703091664	13417.323145204542
7270.203283961644	34252.35825166233
7409.011374482606	699.9237473182889
7435.143559208181	410552.8478398747
7458.598110432581	57316.65168980996
7496.384236900609	13476.5852861084
7737.253019503264	3221.378201937322
7827.9961052388	1387.4149782786506
7869.23619870299	3888.510305991064
7896.300513547235	4712.696809042365
7929.026215731701	25459.580446189415
8321.67006237678	19214.8547406772
8487.9682762741	32869663.96871904
8508.732718722404	724664.7901715245
9322.957257376016	400194.6879606596
9371.30150150349	39593.425597290174
9569.013148869975	113383.90085123137
10095.920920411158	2279.5579328059903
