m/z	Intensity
2007.5394686204077	54023.818051049915
2021.6840736998881	65223.00148549452
2029.5185737801542	22637.725515426046
2036.5554893195326	21864.085472792878
2069.4644312696396	12666.823825047255
2098.647984545309	70399.98627737115
2133.2309504996138	1131921.4471043618
2145.655466269198	20413.56853537844
2151.4984026459	13690.42361920654
2209.3065777675556	8055.166061838534
2227.896216668532	15183.802725866879
2253.8245717076397	3201.501049924708
2262.238975714874	4956.548582281367
2309.952274813698	6424.333687588823
2316.6646484744115	26283.521719246677
2423.983083638112	21140.684500259435
2478.516113447531	26933.974898816305
2568.2169504798944	10371.713671730367
2575.0659027056713	2006.8390039982705
2588.333071395985	2519419.714502147
2599.109057681976	75268.50274107917
2606.6885521197087	48300.93657560603
2674.624462318105	3050.0468546396314
2704.352968356767	3872.62601324171
2710.990297561956	9120.28469810832
2715.91497902283	4587.821153986686
2772.9095311267315	77141.6486267548
2790.9556616664695	4119.076232747599
2806.5157878531336	3290052.884235055
2828.8993881107613	70904.12871553033
2844.6448189571943	66746.35991290056
2879.486896798224	869.8457795758097
2886.3356419198544	57552.321513273615
2920.7824938857816	31884.60405384189
2990.535388050117	6524.913070418357
3028.5689730915024	5565.057089705784
3045.687958133695	3125136.667644603
3064.4333430881848	64600.74849112425
3076.0743755584767	5791.8709864856355
3106.4443420582124	9417.596970384237
3131.6706571136688	14944.446111512163
3189.7986285226034	108252.82015735921
3205.7522031505073	23264.201090675968
3321.3083936678327	105587.91846362637
3331.6944694750055	34719.7516244697
3341.923254751815	9176.790179450853
3351.646434670027	14117.950977538625
3366.170621372667	5127.457600220815
3372.6165287213953	3203.130001363783
3453.6224169483535	22235.791936165384
3460.151478709571	12216.777389187357
3474.6432655006683	2459747.9726961884
3493.6875189589205	71857.56671279632
3616.442241998981	4845.083196518112
3635.7801934067097	866908.4267054022
3646.1933835339228	32814.54518860183
3654.4439397812557	21200.58235263343
3717.9469696460833	2451050.0713296207
3728.6603492901763	35390.348449032106
3736.5449696718842	39920.37800672032
3747.193230773626	10952.800375965566
3906.1087438646173	3086.1720149242738
3964.284931270277	33838.762703855755
4069.377326785707	924272.2151672397
4079.147474026687	44006.93536756668
4160.536944034834	4324870.726740006
4180.500525884164	50429.31301982678
4265.927814592413	46955865.6480398
4286.8301055284055	1568593.5377399486
4303.450897196593	547539.1865780463
4452.282006013021	110321.8025504103
4464.60661637183	44979.43718911838
4487.095194553756	1058525.0147944028
4620.050544498077	5174.820549731597
4661.555316112493	855672.5410116815
4672.832406029359	36766.27333410225
4697.587107896746	1024520.5539910928
4785.106878979179	3762251.0480387458
4803.706186367719	30613.551990481777
4997.622542039355	285955.9652469294
5008.130577881075	11122.920046514491
5027.477173073855	660500.518189208
5050.8063076386225	25732.42224521574
5135.195315496301	890140.3089213308
5176.032431838425	47917467.90222013
5197.5393667561275	1881897.0817859324
5213.455033376048	605590.2659583081
5418.263997203338	4030.9807936157604
5445.249851536306	1982.8381955526354
5455.663928324014	2317.724670196194
5520.810062480485	1633.5450974357273
5649.893301160494	258356.4472160976
5701.559000104837	2661.5055060682726
5717.320151998507	44477.28305427981
6049.94426470578	61331.84021911354
6091.100115324713	35719414.43556277
6112.4342757250115	1584962.6554140851
6128.40063345777	546108.6060593325
6364.048691732032	12177.196377070435
6584.888055775644	13064.088950433563
6601.459585587553	4490.789026825526
6642.49029632149	1660927.4981232742
6744.021050241452	14231.942132209642
6949.392788576668	12979931.496221945
6969.923982658562	230591.0189636051
6987.349132577861	108030.78640432129
7271.54129102007	4393255.64824543
7435.611317064641	12660311.165675536
7457.236846906621	113105.49565374287
7928.511630633918	36919.18005342764
8137.381713228933	5105780.883716259
8320.881967641859	9224434.845015792
8486.92437022691	386165.0253612523
8546.474123257814	143122.19196605013
8568.407498404815	5525.360593860109
8906.020236116306	66712.33873284413
8928.55172558424	47310.583458559566
8973.273640635849	1313542.8184879452
9322.31632309784	1683646.3513647544
9394.320268894082	2385321.230693365
9569.081951123146	4861989.728764052
9995.021190972413	158290.68381952945
10052.86489426901	272099.42287414614
11297.042220944748	10704.305295606582
12068.190581445975	30898.263377236537
